weather_condition,phase_of_flight,aircraft_damage,number_of_engines,fatal_injuries,serious_injuries,minor_injuries,uninjured,emergency_type,severity_score,risk_level,atc_action,response_time_minutes
Storm,Taxi,Minor,2,0,0,0,173,Medical Emergency,62.0,High,Runway Change,15.7
IMC,Climb,None,2,1,1,3,173,Engine Failure,79.5,High,Holding Pattern,23.2
Rain,Climb,None,2,1,0,1,37,Bird Strike,62.5,High,Holding Pattern,14.2
VMC,Taxi,Minor,1,0,2,0,235,Landing Gear Issue,48.5,Medium,Continue Monitoring,10.8
Windy,Approach,None,1,0,1,1,88,Runway Incursion,57.0,High,Runway Change,17.4
VMC,Takeoff,Minor,2,0,0,1,38,Engine Failure,68.5,High,Runway Change,14.2
Rain,Cruise,Minor,2,0,0,1,206,Landing Gear Issue,56.5,High,Holding Pattern,18.5
VMC,Approach,None,3,0,1,2,127,Runway Incursion,42.5,Medium,Continue Monitoring,8.9
IMC,Climb,Substantial,2,0,1,0,99,Cabin Pressure Failure,99.0,Critical,Priority Landing,29.4
Rain,Approach,None,2,0,0,1,111,Engine Failure,66.5,High,Runway Change,15.3
IMC,Approach,None,2,0,1,2,154,Medical Emergency,55.0,High,Runway Change,17.8
Windy,Climb,None,2,0,2,1,141,Bird Strike,61.5,High,Holding Pattern,19.2
VMC,Landing,Substantial,2,0,0,1,23,Fuel Low,81.5,Critical,Priority Landing,22.2
Rain,Cruise,Minor,2,0,1,1,47,Fuel Low,68.5,High,Holding Pattern,19.7
VMC,Taxi,Minor,2,0,0,1,237,Near Collision,62.5,High,Go Around,15.5
VMC,Takeoff,Destroyed,2,0,0,1,133,Near Collision,100.0,Critical,Priority Landing,20.1
VMC,Climb,None,2,0,0,0,247,Bird Strike,39.0,Medium,Continue Monitoring,15.2
VMC,Landing,Substantial,4,0,0,1,171,Landing Gear Issue,70.5,High,Runway Change,16.2
VMC,Taxi,Minor,2,0,0,2,189,Near Collision,64.0,High,Go Around,17.2
Rain,Climb,Substantial,1,0,0,1,92,Near Collision,100.0,Critical,Priority Landing,24.9
Rain,Taxi,Substantial,1,0,2,0,212,Runway Incursion,79.5,High,Runway Change,21.8
Rain,Climb,Destroyed,1,0,1,3,169,Near Collision,100.0,Critical,Priority Landing,21.0
VMC,Cruise,None,2,0,0,1,192,Runway Incursion,31.5,Medium,Continue Monitoring,12.1
VMC,Climb,Substantial,2,0,1,0,81,Fuel Low,76.0,High,Holding Pattern,22.4
VMC,Cruise,Substantial,1,0,1,1,154,Near Collision,89.0,Critical,Priority Landing,22.3
Fog,Taxi,Minor,2,0,0,0,104,Landing Gear Issue,56.0,High,Runway Change,16.5
Windy,Landing,None,1,0,0,1,229,Runway Incursion,58.0,High,Runway Change,13.9
VMC,Landing,Destroyed,2,0,1,2,228,Medical Emergency,92.0,Critical,Priority Landing,17.8
Rain,Climb,None,1,0,0,0,101,Near Collision,70.5,High,Go Around,19.9
VMC,Taxi,Minor,2,0,0,2,25,Landing Gear Issue,42.0,Medium,Continue Monitoring,16.4
VMC,Cruise,Minor,2,0,1,1,77,Near Collision,69.5,High,Go Around,21.8
VMC,Approach,None,2,0,1,1,82,Runway Incursion,42.5,Medium,Continue Monitoring,9.4
VMC,Landing,Minor,2,1,0,0,24,Landing Gear Issue,63.0,High,Runway Change,13.6
Rain,Approach,None,4,0,0,1,235,Fuel Low,56.5,High,Runway Change,13.4
Windy,Approach,Minor,2,0,0,0,127,Fuel Low,70.0,High,Runway Change,18.6
VMC,Cruise,Substantial,1,0,1,1,53,Fuel Low,75.0,High,Holding Pattern,18.9
IMC,Approach,None,2,0,0,1,160,Fuel Low,59.5,High,Runway Change,17.3
Rain,Taxi,Minor,2,1,0,1,111,Near Collision,84.5,Critical,Priority Landing,21.0
Storm,Cruise,None,2,0,0,3,60,Medical Emergency,57.5,High,Holding Pattern,23.1
Rain,Approach,Substantial,2,0,3,2,124,Landing Gear Issue,95.0,Critical,Priority Landing,20.4
VMC,Climb,Destroyed,2,1,0,3,157,Near Collision,100.0,Critical,Priority Landing,22.8
Rain,Cruise,None,1,0,1,0,170,Near Collision,70.5,High,Go Around,16.6
VMC,Landing,Minor,4,0,1,2,71,Landing Gear Issue,58.0,High,Runway Change,13.0
Storm,Approach,Minor,2,0,1,1,160,Runway Incursion,79.5,High,Runway Change,17.8
VMC,Climb,Minor,1,0,0,3,202,Engine Failure,67.0,High,Holding Pattern,20.6
Rain,Approach,Minor,1,0,1,2,164,Landing Gear Issue,70.5,High,Runway Change,15.4
VMC,Landing,Minor,2,0,1,0,238,Landing Gear Issue,58.0,High,Runway Change,15.4
VMC,Takeoff,Minor,4,0,2,0,236,Fuel Low,65.0,High,Runway Change,19.4
Windy,Takeoff,None,3,0,0,2,133,Bird Strike,59.5,High,Runway Change,17.1
Rain,Cruise,None,4,0,0,1,110,Cabin Pressure Failure,59.5,High,Emergency Descent,15.4
VMC,Approach,Substantial,2,0,1,1,125,Landing Gear Issue,72.5,High,Runway Change,18.8
Windy,Climb,None,2,0,0,1,132,Cabin Pressure Failure,66.5,High,Emergency Descent,21.3
Windy,Landing,Minor,2,0,3,1,59,Cabin Pressure Failure,98.5,Critical,Priority Landing,20.2
VMC,Taxi,None,1,0,2,2,241,Bird Strike,44.5,Medium,Continue Monitoring,10.1
IMC,Approach,Substantial,4,0,1,1,150,Landing Gear Issue,82.5,Critical,Priority Landing,22.6
IMC,Cruise,Minor,2,0,2,0,49,Runway Incursion,63.0,High,Holding Pattern,19.1
Rain,Takeoff,None,2,0,0,0,227,Engine Failure,68.0,High,Runway Change,19.2
VMC,Landing,None,2,0,0,0,238,Fuel Low,50.0,Medium,Continue Monitoring,8.2
VMC,Taxi,None,2,0,0,0,149,Landing Gear Issue,27.0,Low,Continue Monitoring,6.6
Windy,Cruise,Destroyed,2,0,1,2,238,Near Collision,100.0,Critical,Priority Landing,24.5
Windy,Approach,Minor,2,0,0,2,243,Medical Emergency,63.0,High,Runway Change,14.9
Fog,Landing,Minor,2,0,0,4,239,Cabin Pressure Failure,95.0,Critical,Priority Landing,25.4
Storm,Landing,Minor,3,0,1,0,241,Bird Strike,86.5,Critical,Priority Landing,24.1
Rain,Takeoff,None,1,0,0,1,35,Runway Incursion,56.0,High,Runway Change,13.7
Fog,Landing,None,2,0,0,1,27,Near Collision,82.5,Critical,Priority Landing,25.1
Fog,Taxi,None,2,1,1,1,152,Cabin Pressure Failure,76.5,High,Emergency Descent,17.5
IMC,Landing,None,4,0,1,2,192,Cabin Pressure Failure,77.0,High,Emergency Descent,21.9
IMC,Cruise,Minor,4,0,0,1,212,Cabin Pressure Failure,71.5,High,Emergency Descent,22.4
VMC,Approach,Substantial,2,0,2,3,167,Medical Emergency,77.5,High,Runway Change,18.2
Rain,Climb,Substantial,2,0,2,2,92,Bird Strike,93.0,Critical,Priority Landing,24.2
VMC,Approach,Substantial,2,1,0,1,234,Medical Emergency,75.5,High,Runway Change,15.8
VMC,Climb,Minor,2,0,0,2,155,Runway Incursion,49.0,Medium,Continue Monitoring,14.5
IMC,Cruise,None,2,0,0,1,176,Engine Failure,59.5,High,Holding Pattern,23.3
VMC,Climb,Minor,2,0,2,2,78,Medical Emergency,55.0,High,Holding Pattern,17.6
VMC,Cruise,Destroyed,3,0,0,0,194,Runway Incursion,73.5,High,Holding Pattern,18.9
Fog,Cruise,Minor,2,0,0,1,49,Cabin Pressure Failure,78.5,High,Emergency Descent,29.2
Windy,Takeoff,Minor,2,0,0,0,220,Engine Failure,80.0,Critical,Priority Landing,23.0
VMC,Landing,Minor,1,0,1,1,216,Runway Incursion,61.0,High,Runway Change,12.1
VMC,Cruise,Substantial,2,0,1,1,177,Engine Failure,80.5,Critical,Priority Landing,22.1
VMC,Taxi,Substantial,2,0,2,0,245,Medical Emergency,63.0,High,Runway Change,20.4
Fog,Climb,Substantial,2,0,1,2,229,Engine Failure,100.0,Critical,Priority Landing,30.6
Fog,Landing,None,2,1,1,1,36,Fuel Low,81.5,Critical,Priority Landing,23.1
VMC,Climb,None,1,0,0,2,70,Medical Emergency,36.5,Medium,Continue Monitoring,13.2
Fog,Approach,Minor,1,0,0,0,47,Fuel Low,75.5,High,Runway Change,20.5
VMC,Cruise,None,2,1,1,2,93,Landing Gear Issue,46.0,Medium,Continue Monitoring,14.9
VMC,Cruise,Substantial,2,1,1,2,155,Cabin Pressure Failure,94.0,Critical,Priority Landing,22.8
Storm,Approach,Minor,2,1,1,2,53,Fuel Low,98.0,Critical,Priority Landing,27.1
VMC,Landing,Minor,2,0,0,2,39,Fuel Low,65.0,High,Runway Change,14.9
VMC,Climb,None,2,0,0,2,168,Medical Emergency,35.0,Medium,Continue Monitoring,12.4
VMC,Taxi,Minor,2,0,0,1,165,Fuel Low,48.5,Medium,Continue Monitoring,10.3
Rain,Climb,Minor,1,1,1,0,104,Runway Incursion,73.5,High,Holding Pattern,20.1
Windy,Climb,None,4,0,0,1,185,Bird Strike,50.5,Medium,Continue Monitoring,14.3
Storm,Climb,Substantial,1,0,1,1,156,Near Collision,100.0,Critical,Priority Landing,28.6
VMC,Taxi,None,2,0,0,2,115,Medical Emergency,28.0,Low,Continue Monitoring,11.1
VMC,Takeoff,None,1,0,1,1,35,Fuel Low,55.0,High,Runway Change,14.6
Fog,Cruise,None,2,0,0,3,193,Medical Emergency,49.5,Medium,Continue Monitoring,20.9
VMC,Cruise,Minor,2,2,0,3,163,Engine Failure,79.5,High,Holding Pattern,22.0
Windy,Landing,Minor,4,0,0,1,46,Cabin Pressure Failure,83.5,Critical,Priority Landing,19.1
Rain,Cruise,Substantial,1,2,0,1,63,Near Collision,100.0,Critical,Priority Landing,24.7
VMC,Taxi,None,3,0,1,2,89,Cabin Pressure Failure,50.5,Medium,Emergency Descent,12.5
Fog,Landing,Destroyed,2,0,1,0,61,Engine Failure,100.0,Critical,Priority Landing,27.5
VMC,Landing,Minor,2,0,0,1,205,Cabin Pressure Failure,73.5,High,Emergency Descent,15.1
VMC,Landing,None,2,0,0,0,234,Engine Failure,57.0,High,Runway Change,16.9
IMC,Takeoff,None,2,0,0,1,40,Fuel Low,62.5,High,Runway Change,19.3
IMC,Cruise,None,3,0,0,2,75,Near Collision,66.5,High,Go Around,21.5
Rain,Approach,Substantial,4,0,2,1,85,Landing Gear Issue,86.5,Critical,Priority Landing,18.6
Rain,Climb,None,2,0,0,3,248,Landing Gear Issue,51.5,Medium,Continue Monitoring,14.9
Storm,Takeoff,Minor,2,0,1,0,162,Cabin Pressure Failure,99.0,Critical,Priority Landing,26.1
Storm,Takeoff,Minor,2,1,1,0,239,Bird Strike,95.0,Critical,Priority Landing,23.7
IMC,Landing,Substantial,1,0,0,1,76,Runway Incursion,88.0,Critical,Priority Landing,26.1
VMC,Approach,Minor,2,1,0,1,35,Fuel Low,67.5,High,Runway Change,14.6
Rain,Climb,Substantial,2,0,1,1,130,Cabin Pressure Failure,100.0,Critical,Priority Landing,20.5
Storm,Landing,None,2,0,2,1,207,Bird Strike,81.5,Critical,Priority Landing,21.2
VMC,Landing,Substantial,4,0,0,1,212,Fuel Low,78.5,High,Runway Change,14.1
IMC,Landing,None,2,2,0,1,128,Medical Emergency,72.5,High,Runway Change,21.0
VMC,Taxi,None,2,0,1,2,82,Near Collision,56.0,High,Go Around,16.2
VMC,Taxi,Destroyed,1,0,0,0,30,Landing Gear Issue,73.5,High,Runway Change,18.5
Rain,Climb,None,4,0,0,0,120,Bird Strike,49.0,Medium,Continue Monitoring,13.1
VMC,Landing,None,2,0,2,2,143,Cabin Pressure Failure,71.0,High,Emergency Descent,15.3
Fog,Cruise,Minor,2,0,2,1,24,Landing Gear Issue,68.5,High,Holding Pattern,26.9
Fog,Cruise,None,1,1,0,1,234,Engine Failure,74.0,High,Holding Pattern,25.0
Fog,Approach,None,4,0,0,1,182,Cabin Pressure Failure,70.5,High,Emergency Descent,20.7
VMC,Approach,Minor,2,0,1,1,95,Runway Incursion,54.5,Medium,Continue Monitoring,15.9
VMC,Cruise,Substantial,3,0,0,1,101,Engine Failure,75.0,High,Holding Pattern,25.4
Rain,Taxi,Substantial,2,0,1,0,102,Near Collision,96.0,Critical,Priority Landing,23.9
Fog,Climb,None,2,0,0,2,217,Medical Emergency,52.0,Medium,Continue Monitoring,20.6
IMC,Takeoff,Minor,2,0,0,1,186,Cabin Pressure Failure,84.5,Critical,Priority Landing,23.9
Windy,Takeoff,Substantial,4,0,0,0,40,Near Collision,100.0,Critical,Priority Landing,23.2
VMC,Landing,None,2,0,0,0,90,Bird Strike,47.0,Medium,Continue Monitoring,11.2
Windy,Cruise,None,2,0,0,2,199,Engine Failure,61.0,High,Holding Pattern,15.9
VMC,Cruise,None,2,0,0,1,101,Fuel Low,39.5,Medium,Continue Monitoring,14.2
VMC,Approach,Minor,2,0,1,0,207,Fuel Low,61.0,High,Runway Change,13.1
IMC,Cruise,None,2,0,0,2,136,Fuel Low,54.0,Medium,Continue Monitoring,20.6
VMC,Approach,Minor,2,0,1,0,198,Landing Gear Issue,53.0,Medium,Continue Monitoring,13.7
VMC,Takeoff,Destroyed,2,0,0,0,141,Near Collision,100.0,Critical,Priority Landing,26.7
VMC,Takeoff,None,2,0,0,2,188,Fuel Low,51.0,Medium,Continue Monitoring,11.5
VMC,Taxi,Minor,2,0,1,0,119,Cabin Pressure Failure,61.0,High,Emergency Descent,14.7
Fog,Cruise,None,4,0,0,1,74,Bird Strike,50.5,Medium,Continue Monitoring,19.8
VMC,Climb,None,1,0,0,2,222,Bird Strike,43.5,Medium,Continue Monitoring,15.7
Rain,Cruise,Substantial,2,0,1,1,115,Engine Failure,93.5,Critical,Priority Landing,25.9
Fog,Cruise,None,4,0,2,2,22,Medical Emergency,53.0,Medium,Continue Monitoring,19.6
VMC,Climb,Substantial,2,1,0,0,108,Cabin Pressure Failure,91.0,Critical,Priority Landing,21.7
VMC,Climb,Minor,2,0,0,1,114,Cabin Pressure Failure,65.5,High,Emergency Descent,15.5
Windy,Landing,None,2,1,0,1,75,Cabin Pressure Failure,83.5,Critical,Priority Landing,17.2
Fog,Takeoff,None,2,0,0,0,221,Bird Strike,62.0,High,Runway Change,20.2
IMC,Climb,None,2,0,0,0,133,Near Collision,69.0,High,Go Around,23.5
Fog,Cruise,Substantial,1,1,1,0,105,Cabin Pressure Failure,100.0,Critical,Priority Landing,27.0
VMC,Approach,Minor,4,0,0,3,180,Landing Gear Issue,50.5,Medium,Continue Monitoring,12.3
VMC,Taxi,None,2,1,0,3,167,Bird Strike,45.5,Medium,Continue Monitoring,12.3
Rain,Taxi,Minor,2,0,0,1,130,Engine Failure,68.5,High,Runway Change,17.3
VMC,Climb,Minor,2,0,0,1,244,Medical Emergency,45.5,Medium,Continue Monitoring,14.0
Fog,Approach,Substantial,1,0,0,2,244,Bird Strike,93.5,Critical,Priority Landing,24.3
IMC,Takeoff,None,1,0,0,0,129,Bird Strike,59.5,High,Runway Change,15.1
Fog,Approach,None,4,1,0,1,183,Bird Strike,66.5,High,Runway Change,17.7
IMC,Takeoff,None,2,0,1,0,31,Near Collision,79.0,High,Go Around,25.5
VMC,Takeoff,None,1,0,0,1,121,Medical Emergency,41.0,Medium,Continue Monitoring,7.0
VMC,Landing,Minor,2,0,0,1,121,Runway Incursion,55.5,High,Runway Change,13.3
VMC,Climb,None,2,1,0,0,112,Engine Failure,58.0,High,Holding Pattern,17.9
Fog,Cruise,None,1,0,0,1,213,Landing Gear Issue,50.0,Medium,Continue Monitoring,19.3
VMC,Takeoff,None,2,1,1,1,154,Medical Emergency,52.5,Medium,Continue Monitoring,11.8
VMC,Landing,None,2,0,0,1,128,Cabin Pressure Failure,61.5,High,Emergency Descent,14.9
VMC,Landing,Substantial,2,0,1,0,119,Runway Incursion,76.0,High,Runway Change,17.7
VMC,Approach,Minor,4,0,0,0,162,Medical Emergency,44.0,Medium,Continue Monitoring,11.8
Fog,Taxi,None,2,0,0,2,71,Bird Strike,52.0,Medium,Continue Monitoring,13.6
VMC,Cruise,Minor,2,0,0,0,76,Bird Strike,47.0,Medium,Continue Monitoring,15.2
Storm,Climb,None,2,1,1,0,139,Landing Gear Issue,72.0,High,Holding Pattern,22.2
VMC,Takeoff,Substantial,2,0,1,0,93,Engine Failure,89.0,Critical,Priority Landing,18.9
Rain,Climb,Minor,2,0,2,0,174,Landing Gear Issue,67.0,High,Holding Pattern,19.5
VMC,Climb,Minor,4,0,1,1,227,Near Collision,70.5,High,Go Around,21.0
VMC,Climb,Substantial,2,0,0,1,102,Cabin Pressure Failure,83.5,Critical,Priority Landing,23.8
Windy,Climb,Substantial,2,0,0,2,152,Fuel Low,88.0,Critical,Priority Landing,21.8
Storm,Approach,Substantial,2,0,0,1,85,Runway Incursion,93.5,Critical,Priority Landing,26.7
Windy,Takeoff,None,2,0,0,4,202,Engine Failure,74.0,High,Runway Change,19.7
VMC,Approach,None,1,0,0,1,70,Near Collision,62.0,High,Go Around,17.4
VMC,Cruise,Minor,3,0,1,1,140,Bird Strike,51.0,Medium,Continue Monitoring,19.0
Rain,Landing,Minor,2,0,1,0,103,Fuel Low,79.0,High,Runway Change,17.9
VMC,Approach,Minor,2,0,1,1,195,Engine Failure,69.5,High,Runway Change,16.2
Rain,Taxi,Substantial,2,0,2,0,76,Cabin Pressure Failure,96.0,Critical,Priority Landing,22.9
IMC,Cruise,None,1,0,0,2,66,Bird Strike,52.5,Medium,Continue Monitoring,17.7
IMC,Climb,None,4,0,2,0,195,Engine Failure,67.0,High,Holding Pattern,23.5
Fog,Approach,Minor,3,0,1,1,148,Fuel Low,78.0,High,Runway Change,21.0
Rain,Approach,None,2,0,3,2,166,Medical Emergency,63.0,High,Runway Change,14.6
VMC,Cruise,Minor,2,1,0,0,202,Landing Gear Issue,51.0,Medium,Continue Monitoring,12.7
VMC,Approach,Minor,2,0,0,0,85,Runway Incursion,49.0,Medium,Continue Monitoring,11.0
Rain,Cruise,Minor,2,0,0,1,75,Medical Emergency,54.5,Medium,Continue Monitoring,16.8
IMC,Climb,Minor,1,0,2,0,248,Cabin Pressure Failure,86.5,Critical,Priority Landing,28.3
VMC,Climb,Minor,2,0,0,2,45,Runway Incursion,49.0,Medium,Continue Monitoring,17.8
VMC,Taxi,Minor,2,1,0,1,168,Medical Emergency,47.5,Medium,Continue Monitoring,12.4
Fog,Landing,None,2,0,1,1,109,Runway Incursion,64.5,High,Runway Change,19.2
Fog,Takeoff,Minor,2,0,0,0,52,Near Collision,91.0,Critical,Priority Landing,22.7
IMC,Taxi,Minor,1,0,0,0,239,Near Collision,75.5,High,Go Around,22.4
VMC,Landing,None,4,1,0,0,210,Landing Gear Issue,48.0,Medium,Continue Monitoring,12.1
VMC,Takeoff,Minor,1,0,0,0,71,Medical Emergency,51.5,Medium,Continue Monitoring,14.5
IMC,Landing,Substantial,1,1,2,4,193,Engine Failure,100.0,Critical,Priority Landing,29.5
VMC,Approach,None,2,0,0,0,196,Cabin Pressure Failure,55.0,High,Emergency Descent,13.8
IMC,Taxi,Minor,2,0,0,1,135,Fuel Low,61.5,High,Runway Change,16.1
Rain,Cruise,Destroyed,2,0,0,0,239,Engine Failure,100.0,Critical,Priority Landing,23.3
VMC,Approach,Substantial,2,1,0,3,73,Bird Strike,85.5,Critical,Priority Landing,16.5
VMC,Climb,None,2,0,0,1,36,Cabin Pressure Failure,53.5,Medium,Emergency Descent,14.2
VMC,Climb,Minor,1,0,0,2,206,Landing Gear Issue,50.5,Medium,Continue Monitoring,18.7
Windy,Approach,Destroyed,4,0,1,3,102,Fuel Low,100.0,Critical,Priority Landing,22.5
Rain,Landing,Minor,2,0,1,0,48,Cabin Pressure Failure,89.0,Critical,Priority Landing,17.0
VMC,Taxi,None,2,0,0,2,242,Bird Strike,35.0,Medium,Continue Monitoring,11.6
Windy,Landing,None,1,0,0,0,116,Bird Strike,61.5,High,Runway Change,17.6
IMC,Approach,Substantial,2,0,0,0,219,Runway Incursion,80.0,Critical,Priority Landing,21.7
IMC,Approach,None,3,0,0,3,207,Cabin Pressure Failure,71.0,High,Emergency Descent,19.4
Windy,Cruise,None,1,0,2,0,89,Bird Strike,57.5,High,Holding Pattern,16.7
VMC,Landing,None,1,0,0,2,204,Cabin Pressure Failure,64.5,High,Emergency Descent,16.2
VMC,Climb,Substantial,2,0,0,1,127,Cabin Pressure Failure,83.5,Critical,Priority Landing,23.3
IMC,Climb,Minor,1,0,1,0,164,Engine Failure,79.5,High,Holding Pattern,27.7
VMC,Taxi,Substantial,4,0,0,1,85,Fuel Low,63.5,High,Runway Change,17.9
Rain,Approach,Minor,2,0,2,0,21,Runway Incursion,70.0,High,Runway Change,19.0
VMC,Cruise,Destroyed,2,0,0,1,63,Fuel Low,84.5,Critical,Priority Landing,24.9
VMC,Taxi,Substantial,4,0,0,4,96,Near Collision,82.0,Critical,Priority Landing,20.1
VMC,Taxi,None,3,0,0,1,145,Cabin Pressure Failure,45.0,Medium,Emergency Descent,9.0
VMC,Climb,Minor,3,0,1,0,216,Engine Failure,63.5,High,Holding Pattern,18.2
VMC,Approach,None,2,0,0,1,60,Landing Gear Issue,38.5,Medium,Continue Monitoring,11.6
VMC,Cruise,Destroyed,2,0,1,1,185,Landing Gear Issue,80.5,Critical,Priority Landing,20.7
Windy,Landing,None,2,0,1,1,192,Near Collision,82.5,Critical,Priority Landing,20.7
VMC,Taxi,Minor,2,0,0,1,206,Bird Strike,45.5,Medium,Continue Monitoring,11.5
VMC,Approach,Substantial,2,0,0,2,207,Runway Incursion,70.0,High,Runway Change,14.7
VMC,Landing,None,1,1,1,1,34,Engine Failure,73.0,High,Runway Change,20.0
VMC,Approach,Substantial,2,0,0,0,70,Cabin Pressure Failure,85.0,Critical,Priority Landing,20.6
VMC,Taxi,None,2,0,1,0,236,Medical Emergency,29.0,Low,Continue Monitoring,9.7
Rain,Cruise,None,2,0,1,1,165,Near Collision,70.5,High,Go Around,21.5
VMC,Cruise,Minor,2,0,1,2,72,Bird Strike,54.0,Medium,Continue Monitoring,18.8
Windy,Cruise,None,2,0,0,0,249,Landing Gear Issue,43.0,Medium,Continue Monitoring,15.4
Windy,Taxi,Minor,2,0,0,2,96,Cabin Pressure Failure,73.0,High,Emergency Descent,12.2
VMC,Approach,Substantial,2,1,0,1,86,Fuel Low,85.5,Critical,Priority Landing,18.0
VMC,Takeoff,None,2,0,0,1,213,Fuel Low,49.5,Medium,Continue Monitoring,12.0
VMC,Takeoff,Minor,2,0,0,1,240,Near Collision,75.5,High,Go Around,15.6
Rain,Approach,Substantial,1,1,0,0,113,Bird Strike,95.5,Critical,Priority Landing,21.6
VMC,Landing,Substantial,2,0,0,3,168,Fuel Low,84.5,Critical,Priority Landing,21.6
Windy,Cruise,None,2,0,1,2,167,Landing Gear Issue,50.0,Medium,Continue Monitoring,15.0
Fog,Approach,Substantial,2,0,0,1,71,Landing Gear Issue,85.5,Critical,Priority Landing,21.1
Fog,Landing,None,4,0,1,2,147,Fuel Low,71.0,High,Runway Change,24.8
IMC,Approach,Minor,2,0,0,0,32,Cabin Pressure Failure,80.0,Critical,Priority Landing,21.5
Storm,Taxi,Minor,2,0,0,1,219,Medical Emergency,63.5,High,Runway Change,17.0
VMC,Approach,Substantial,2,0,0,4,210,Bird Strike,78.0,High,Runway Change,18.5
VMC,Landing,None,2,0,0,0,55,Fuel Low,50.0,Medium,Continue Monitoring,13.9
VMC,Landing,None,1,0,1,1,159,Engine Failure,64.0,High,Runway Change,14.1
Windy,Approach,Substantial,2,0,0,0,42,Runway Incursion,80.0,Critical,Priority Landing,20.0
IMC,Takeoff,None,4,2,0,0,40,Bird Strike,73.0,High,Runway Change,20.2
Fog,Cruise,Minor,1,0,0,1,165,Bird Strike,67.0,High,Holding Pattern,21.2
VMC,Takeoff,Minor,2,0,1,2,203,Near Collision,81.0,Critical,Priority Landing,18.9
Storm,Approach,Minor,2,1,1,1,214,Bird Strike,93.5,Critical,Priority Landing,26.4
IMC,Takeoff,None,2,0,0,0,96,Landing Gear Issue,53.0,Medium,Continue Monitoring,16.3
IMC,Approach,None,2,0,0,1,232,Landing Gear Issue,51.5,Medium,Continue Monitoring,17.9
Storm,Cruise,Destroyed,2,0,1,2,144,Medical Emergency,100.0,Critical,Priority Landing,28.8
VMC,Takeoff,None,2,0,0,0,111,Bird Strike,45.0,Medium,Continue Monitoring,17.7
VMC,Takeoff,None,2,0,0,2,99,Bird Strike,48.0,Medium,Continue Monitoring,11.2
IMC,Approach,None,4,0,1,1,189,Runway Incursion,52.5,Medium,Continue Monitoring,20.2
VMC,Takeoff,None,2,0,1,0,105,Medical Emergency,42.0,Medium,Continue Monitoring,11.5
VMC,Taxi,Destroyed,1,1,0,0,109,Cabin Pressure Failure,100.0,Critical,Priority Landing,21.7
VMC,Landing,None,4,0,0,0,109,Engine Failure,54.0,Medium,Continue Monitoring,15.2
VMC,Landing,None,2,0,0,5,93,Runway Incursion,49.5,Medium,Continue Monitoring,14.7
Windy,Climb,Minor,4,0,0,3,111,Cabin Pressure Failure,78.5,High,Emergency Descent,23.7
IMC,Landing,None,2,0,1,0,25,Engine Failure,74.0,High,Runway Change,22.0
VMC,Approach,None,2,0,0,1,221,Engine Failure,53.5,Medium,Continue Monitoring,12.4
VMC,Cruise,Destroyed,2,1,0,0,77,Landing Gear Issue,84.0,Critical,Priority Landing,21.0
VMC,Takeoff,Minor,2,0,0,2,122,Engine Failure,70.0,High,Runway Change,17.6
Rain,Approach,None,1,0,1,1,59,Fuel Low,65.0,High,Runway Change,16.9
Windy,Landing,None,4,0,1,0,143,Engine Failure,71.0,High,Runway Change,19.6
Windy,Takeoff,None,4,0,0,2,81,Engine Failure,68.0,High,Runway Change,17.1
VMC,Takeoff,None,4,0,1,0,59,Runway Incursion,41.0,Medium,Continue Monitoring,13.5
VMC,Cruise,Minor,2,1,1,2,86,Runway Incursion,58.0,High,Holding Pattern,20.5
IMC,Approach,Minor,2,0,0,2,228,Fuel Low,73.0,High,Runway Change,21.5
IMC,Cruise,Minor,2,1,1,2,217,Bird Strike,76.0,High,Holding Pattern,21.7
IMC,Cruise,Substantial,1,0,2,1,201,Bird Strike,89.0,Critical,Priority Landing,24.7
Rain,Climb,None,2,0,0,2,66,Fuel Low,58.0,High,Holding Pattern,14.6
IMC,Takeoff,Substantial,2,0,1,1,169,Runway Incursion,88.5,Critical,Priority Landing,27.1
VMC,Takeoff,Minor,2,0,1,1,208,Cabin Pressure Failure,75.5,High,Emergency Descent,15.9
VMC,Takeoff,None,2,0,0,1,169,Medical Emergency,39.5,Medium,Continue Monitoring,13.6
VMC,Landing,Substantial,2,0,0,1,217,Engine Failure,88.5,Critical,Priority Landing,21.1
VMC,Landing,None,2,0,1,2,66,Engine Failure,64.0,High,Runway Change,19.0
VMC,Cruise,Minor,2,0,0,3,126,Bird Strike,51.5,Medium,Continue Monitoring,18.3
Rain,Takeoff,Minor,4,0,0,3,96,Bird Strike,71.5,High,Runway Change,16.7
VMC,Cruise,None,2,0,0,1,186,Medical Emergency,29.5,Low,Continue Monitoring,11.9
VMC,Taxi,Substantial,1,0,0,0,49,Runway Incursion,58.5,High,Runway Change,14.7
IMC,Climb,None,1,0,0,3,93,Medical Emergency,51.0,Medium,Continue Monitoring,20.5
